NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME
09/17/2020,"P.F. Chang's -Colony,TX",Denton,North Central Texas WDA,75,03/01/2020,09/21/2020,The Colony
09/17/2020,"P.F. Chang's -Allen,TX",Collin,North Central Texas WDA,75,03/01/2020,09/21/2020,Allen
09/17/2020,P.F. Chang's -Basse Rd,Bexar,Alamo WDA,75,03/01/2020,09/18/2020,San Antonio
09/04/2020,Z Gallerie Store #68,Harris,Gulf Coast WDA,9,07/01/2020,09/14/2020,Houston
09/04/2020,Z Gallerie Store #51,Dallas,Dallas County WDA,6,07/01/2020,09/14/2020,Dallas
09/04/2020,JC Penney - Plano2     (Collin Creek Mall),Collin,North Central Texas WDA,144,11/16/2020,09/11/2020,Plano
09/04/2020,SeaWorld of Texas LLC dba SeaWorld San Antonio dba Aquatica San Antonio,Bexar,Alamo WDA,242,09/04/2020,09/04/2020,San Antonio
09/04/2020,Z Gallerie Store #17,Tarrant,Tarrant County WDA,5,09/15/2020,09/14/2020,Ft. Worth
09/02/2020,HPC Developer - Wild Oak Ranch Resort,Bexar,Alamo WDA,34,11/13/2020,09/04/2020,San Antonio
09/02/2020,HV Global Mgmt Corp. - Wild Oak Ranch Resort,Bexar,Alamo WDA,66,11/13/2020,09/04/2020,San Antonio
09/02/2020,HV Global Marketing Corp. - Wild Oak Ranch Resort,Bexar,Alamo WDA,1,11/13/2020,09/04/2020,San Antonio
09/01/2020,Live Nation-Austin,Travis,Capital Area WDA,43,05/01/2020,09/04/2020,Austin
09/01/2020,Live Nation-Pharr,Hidalgo,Lower Rio Grande Valley WDA,253,05/01/2020,09/04/2020,Pharr
09/01/2020,Live Nation-Dallas,Dallas,Dallas County WDA,77,04/01/2020,09/04/2020,Dallas
09/01/2020,Live Nation-W Loop St,Harris,Gulf Coast WDA,51,04/01/2020,09/04/2020,Houston
09/01/2020,Live Nation-Caroline St,Harris,Gulf Coast WDA,85,08/31/2020,09/04/2020,Houston
08/31/2020,Avis Budget Car Rental,Travis,Capital Area WDA,3,04/01/2020,09/01/2020,Austin
08/30/2020,Scoobeez - San Antonio,Bexar,Alamo WDA,63,11/01/2020,09/03/2020,San Antonio
08/28/2020,Equinor US,Travis,Capital Area WDA,228,11/01/2020,10/02/2020,Austin
08/28/2020,Scoobeez Inc-Farmers Branch,Dallas,Dallas County WDA,45,11/01/2020,09/03/2020,Farmers Branch
08/28/2020,"Scoobeez, Inc.-Ft. Worth",Tarrant,Tarrant County WDA,89,11/01/2020,09/03/2020,Ft. Worth
08/28/2020,"Scoobeez, Inc.-Garland",Dallas,Dallas County WDA,69,11/01/2020,09/03/2020,Garland
08/28/2020,"Scoobeez, Inc.-Austin",Travis,Capital Area WDA,71,11/01/2020,09/03/2020,Austin
08/28/2020,Avis Budget Car Rental-El Paso,El Paso,Borderplexjobs WDA,12,04/01/2020,09/01/2020,El Paso
08/28/2020,"CEC Entertainment, Inc.",Dallas,Dallas County WDA,95,09/30/2020,09/03/2020,Irving
08/27/2020,SW Hotels-Westin Galleria,Dallas,Dallas County WDA,89,10/30/2020,08/27/2020,Dallas
08/27/2020,GEO Secure Services - Eagle Pass,Maverick,Middle Rio Grande WDA,174,10/27/2020,09/01/2020,Eagle Pass
08/27/2020,JW Marriot Resort and SPA - San Antonio,Bexar,Alamo WDA,461,10/30/2020,08/28/2020,San Antonio
08/27/2020,Marriott Rivercenter Hotel,Bexar,Alamo WDA,237,10/30/2010,08/28/2020,San Antonio
08/27/2020,Marriott Riverwalk,Bexar,Alamo WDA,45,10/30/2020,08/28/2020,San Antonio
08/26/2020,Renaissance Dallas at Plano Legacy West Hotel,Collin,North Central Texas WDA,66,10/30/2020,08/26/2020,Plano
08/25/2020,Sheraton Gunter San Antonio,Bexar,Alamo WDA,38,10/23/2020,08/25/2020,San Antonio
08/20/2020,Hilton-Austin,Travis,Capital Area WDA,77,08/31/2020,08/25/2020,Austin
08/20/2020,"Exela Enterprise Solutions, LLC",Travis,Capital Area WDA,81,11/01/2020,08/21/2020,Austin
08/18/2020,"Smith Industries, LLC",Midland,Permian Basin WDA,72,08/31/2020,08/19/2020,Midland
08/13/2020,Rex Staffing LLC-Country Fresh Products,Harris,Gulf Coast WDA,310,10/11/2020,08/17/2020,Houston
08/13/2020,"IPIC Theaters, LLC",Travis,Capital Area WDA,37,08/13/2020,08/14/2020,Austin
08/12/2020,Yoga Works - Uptown,Fort Bend,Gulf Coast WDA,24,03/17/2020,08/12/2020,Houston
08/12/2020,HMS Host - San Antonio,Bexar,Alamo WDA,121,10/15/2020,08/12/2020,San Antonio
08/11/2020,"Seadrill Americas, Inc.",Harris,Gulf Coast WDA,168,10/01/2020,08/11/2020,Houston
08/05/2020,JC Penney - McAllen,Hidalgo,Lower Rio Grande Valley WDA,137,07/26/2020,08/06/2020,McAllen
08/05/2020,The Briar Club,Harris,Gulf Coast WDA,23,08/04/2020,08/05/2020,Houston
08/04/2020,"Expedia Group, Inc.",Dallas,Dallas County WDA,116,10/07/2020,08/04/2020,Dallas
07/31/2020,Hudson Group-Airport Mgt Services,Dallas,Dallas County WDA,81,07/31/2020,07/31/2020,Dallas
07/30/2020,Spirit,Dallas,Dallas County WDA,238,10/01/2020,07/30/2020,DFW Airport
07/30/2020,Wyndham - San Antonio,Bexar,Alamo WDA,139,07/03/2020,07/30/2020,San Antonio
07/29/2020,"Wyndham Revere, LLC",Dallas,Dallas County WDA,52,09/30/2020,07/30/2020,Dallas
07/28/2020,CWT,Bexar,Alamo WDA,102,04/01/2020,07/29/2020,San Antonio
07/27/2020,Wyndhgam Vacation Ownership,Travis,Capital Area WDA,81,04/03/2020,07/30/2020,Austin
07/27/2020,Brennan's of Houston,Harris,Gulf Coast WDA,90,07/27/2020,07/27/2020,Houston
07/23/2020,Hector Garza Center,Bexar,Alamo WDA,140,09/25/2020,07/23/2020,San Antonio
07/23/2020,Hilton - Plano,Collin,North Central Texas WDA,105,07/20/2020,07/23/2020,Plano
07/23/2020,Visionworks #86,Bexar,Alamo WDA,9,04/04/2020,07/07/2020,San Antonio
07/23/2020,Visionworks #32,Midland,Permian Basin WDA,3,04/04/2020,07/16/2020,Midland
07/21/2020,Printpack,Orange,South East Texas WDA,58,09/18/2020,07/21/2020,Orange
07/20/2020,Sodexo - San Antonio,Bexar,Alamo WDA,319,07/30/2020,07/22/2020,San Antonio
07/19/2020,BJ Services - San Antonio,Bexar,Alamo WDA,195,08/02/2020,07/20/2020,San Antonio
07/17/2020,JC Penney - Lewisville,Denton,North Central Texas WDA,87,09/23/2020,07/17/2020,Lewisville
07/17/2020,Jc Penney-Dallas,Dallas,Dallas County WDA,89,09/23/2020,07/17/2020,Dallas
07/17/2020,Hilton Anatole,Dallas,Dallas County WDA,620,07/17/2020,07/20/2020,Dallas
07/16/2020,Spirit AeroSystems Inc.,Bexar,Alamo WDA,72,08/17/2020,07/17/2020,San Antonio
07/16/2020,ASARCO- Amarillo Refinery,Potter,Panhandle WDA,213,09/15/2020,07/16/2020,Amarillo
07/16/2020,Visionworks #262,Williamson,Rural Capital WDA,8,04/04/2020,07/16/2020,Round Rock
07/16/2020,"Exterran Energy Solutions, LP - Houston",Harris,Gulf Coast WDA,174,09/17/2020,07/16/2020,Houston
07/16/2020,JC Penney - Plano,Collin,North Central Texas WDA,717,09/13/2020,07/16/2020,Plano
07/13/2020,Electro Rent,Denton,North Central Texas WDA,2,07/01/2020,07/20/2020,Roanoke
07/10/2020,Basic Energy Services-Denver City,Yoakum,Panhandle WDA,102,03/10/2020,07/16/2020,Denver City
07/10/2020,"Basic Energy Services - Big Spring, TX",Howard,Permian Basin WDA,114,03/27/2020,07/10/2020,Big Spring
07/10/2020,Transform SR LLC #45446,Dallas,Dallas County WDA,57,09/11/2020,07/20/2020,Dallas
07/09/2020,C. Baldwin Hotel - Curio Collection by Hilton,Fort Bend,Gulf Coast WDA,144,03/20/2020,07/09/2020,Houston
07/09/2020,Visionworks #120,Fort Bend,Gulf Coast WDA,2,04/04/2020,07/09/2020,Katy
07/09/2020,Pilot Thomas Logistics - Midland,Midland,Permian Basin WDA,56,03/20/2020,07/09/2020,Midland
07/09/2020,C. Baldwin Hotel - Curio Collection by Hilton,Fort Bend,Gulf Coast WDA,144,03/20/2020,07/09/2020,Houston
07/09/2020,Visionworks #120,Fort Bend,Gulf Coast WDA,2,04/04/2020,07/09/2020,Katy
07/09/2020,Pilot Thomas Logistics - Midland,Midland,Permian Basin WDA,56,03/20/2020,07/09/2020,Midland
07/08/2020,Dallas Fort Worth International,Dallas,Dallas County WDA,71,10/01/2020,07/09/2020,Dallas
07/08/2020,"Borusan Mannesmann Pipe U.S., Inc.",Harris,Gulf Coast WDA,114,07/01/2020,07/08/2020,Baytown
07/07/2020,Transocean Deepwater Inc.- Discover Inspiration,Fort Bend,Gulf Coast WDA,110,09/15/2020,07/07/2020,Houston
07/03/2020,"GSC Wholesale, LLC dba Grocers Supply",Harris,Gulf Coast WDA,90,09/04/2020,07/07/2020,Houston
07/02/2020,Brident-Westheimer Rd,Harris,Gulf Coast WDA,6,07/31/2020,07/02/2020,Houston
07/02/2020,Brident-Broadway,Harris,Gulf Coast WDA,4,07/31/2020,07/02/2020,Houston
07/02/2020,Brident-Long Point RD,Harris,Gulf Coast WDA,3,07/31/2020,07/02/2020,Houston
07/02/2020,Brident-Tidwell Rd,Harris,Gulf Coast WDA,3,07/31/2020,07/02/2020,Houston
07/02/2020,Brident-Edgebrook Dr,Harris,Gulf Coast WDA,2,07/31/2020,07/02/2020,Houston
07/02/2020,Brident-E. Fwy,Harris,Gulf Coast WDA,2,07/31/2020,07/02/2020,Houston
07/02/2020,Brident-W Camp Widsom,Dallas,Dallas County WDA,4,07/31/2020,07/02/2020,Dallas
07/02/2020,Brident-Crosstimbers,Harris,Gulf Coast WDA,2,07/31/2020,07/02/2020,Houston
07/02/2020,Brident-Greens Rd,Harris,Gulf Coast WDA,1,07/31/2020,07/02/2020,Houston
07/02/2020,Brident-Airline Dr.,Harris,Gulf Coast WDA,3,07/31/2020,07/02/2020,Houston
07/02/2020,Brident-Gulf Fwy,Harris,Gulf Coast WDA,5,07/31/2020,07/02/2020,Houston
07/02/2020,Brident-SW Military,Bexar,Alamo WDA,5,07/31/2020,07/02/2020,San Antonio
07/02/2020,Brident-W. Bellfort Ave,Harris,Gulf Coast WDA,5,07/31/2020,07/02/2020,Houston
07/02/2020,Brident-8706 Fredericksburg,Bexar,Alamo WDA,1,07/31/2020,07/02/2020,San Antonio
07/02/2020,Brident-W Commerce,Bexar,Alamo WDA,3,07/31/2020,07/02/2020,San Antonio
07/02/2020,Brident-3655 Fredericksburg,Bexar,Alamo WDA,1,07/31/2020,07/02/2020,San Antonio
07/02/2020,Brident-2000 SE. Loop,Bexar,Alamo WDA,1,07/31/2020,07/02/2020,San Antonio
07/02/2020,Brident-Bellaire bBlvd,Harris,Gulf Coast WDA,5,07/31/2020,07/02/2020,Houston
07/01/2020,Electro Rent,Denton,North Central Texas WDA,3,07/01/2020,07/01/2020,Roanoke
06/30/2020,The Lycra Co.,Harris,Gulf Coast WDA,79,08/31/2020,06/30/2020,La Porte
06/30/2020,PCC Wyman Gordon,Harris,Gulf Coast WDA,10,07/02/2020,06/30/2020,Houston
06/29/2020,Hard Rock Café-San Antonio,Bexar,Alamo WDA,138,04/13/2020,06/29/2020,San Antonio
06/26/2020,Spire Hospitality-Embassy Suites,Webb,South Texas WDA,58,07/01/2020,06/29/2020,Laredo
06/25/2020,PV Fluid Products Inc.,Harris,Gulf Coast WDA,113,06/08/2020,06/29/2020,Houston
06/25/2020,Kimpton Hotel,Travis,Capital Area WDA,180,06/30/2020,06/30/2020,Austin
06/22/2020,Van Vleck Paint Shop,Matagorda,Gulf Coast WDA,10,08/21/2020,06/23/2020,Bay City
06/22/2020,Clute Fabrication Shop,Brazoria,Gulf Coast WDA,46,08/21/2020,06/23/2020,Clute
06/22/2020,Bradshaw State Jail,Rusk,East Texas WDA,229,07/03/2020,06/22/2020,Henderson
06/17/2020,Pounds Photo Lab,Dallas,Dallas County WDA,61,07/01/2020,06/18/2020,Dallas
06/15/2020,Adeputs Health dba FCER Management LLC,Dallas,Dallas County WDA,96,08/15/2020,06/18/2020,Irving
06/15/2020,Hyatt Regency DFW,Tarrant,Tarrant County WDA,210,03/22/2020,06/15/2020,DFW Airport
06/12/2020,Hyatt Corp dba Miraval Austin Wellness Resort & Spa,Travis,Capital Area WDA,137,03/22/2020,06/12/2020,Austin
06/12/2020,Hyatt Regency - Austin,Travis,Capital Area WDA,224,03/15/2020,06/12/2020,Austin
06/11/2020,Grand Hyatt San Antonio,Bexar,Alamo WDA,271,03/22/2020,06/12/2020,San Antonio
06/11/2020,Owens-Corning - Amarillo,Randall,Panhandle WDA,205,08/05/2020,06/11/2020,Amarillo
06/11/2020,Hotel Contessa,Bexar,Alamo WDA,84,06/13/2020,06/11/2020,San Antonio
06/08/2020,Hyatt Regency - Houston,Fort Bend,Gulf Coast WDA,260,03/22/2020,06/09/2020,Houston
06/08/2020,Ritz Carlton - Dallas,Dallas,Dallas County WDA,365,03/14/2020,06/08/2020,Dallas
06/05/2020,"Seadrill Americas, Inc.",Harris,Gulf Coast WDA,135,06/16/2020,06/08/2020,Houston
06/04/2020,Gaylord - Grapevine,Tarrant,Tarrant County WDA,1426,03/16/2020,06/05/2020,Grapevine
06/01/2020,Sound Inpatient Physicians Inc.,Tarrant,Tarrant County WDA,33,06/01/2020,06/03/2020,Westlake
06/01/2020,Echo Locum Tenens Inc.,Tarrant,Tarrant County WDA,13,06/01/2020,06/03/2020,Westlake
06/01/2020,"GE Engine Services, L.P.",Hidalgo,Lower Rio Grande Valley WDA,257,06/12/2020,06/01/2020,McAllen
06/01/2020,Turner Industries-Corpus Christi,Nueces,Coastal Bend WDA,40,06/25/2020,06/03/2020,Corpus Ch
06/01/2020,St. Regis Houston,Fort Bend,Gulf Coast WDA,180,03/21/2020,06/03/2020,Houston
05/31/2020,Jim's Formal Wear,Guadalupe,Alamo WDA,44,03/20/2020,04/15/2020,Seguin
05/29/2020,Renaissance Hotel,Travis,Capital Area WDA,243,03/21/2020,05/29/2020,Austin
05/29/2020,Collins Aerospace,Harris,Gulf Coast WDA,144,07/31/2020,05/28/2020,Houston
05/29/2020,Allied Aviation-Southlake,Tarrant,Tarrant County WDA,50,04/20/2020,05/29/2020,Southlake
05/29/2020,85C Bakery-Katy,Harris,Gulf Coast WDA,1,06/12/2020,05/29/2020,Katy
05/29/2020,Live by Loews,Tarrant,Tarrant County WDA,153,05/27/2020,05/29/2020,Arlington
05/29/2020,Holiday Inn Club Vacations-Pantego,Tarrant,Tarrant County WDA,307,05/21/2020,05/29/2020,Pantego
05/29/2020,85 C Bakery Café,Harris,Gulf Coast WDA,9,06/12/2020,05/29/2020,Friendswood
05/28/2020,Benchmark Electronics,Brazoria,Gulf Coast WDA,190,01/01/2021,05/29/2020,Angleton
05/27/2020,ECFMG-Clinical Skills Exam,Harris,Gulf Coast WDA,103,06/12/2020,05/29/2020,Houston
05/26/2020,First Texas Hospital Cy-Fair,Harris,Gulf Coast WDA,62,07/26/2020,05/29/2020,Houston
05/22/2020,Sheraton Austin,Travis,Capital Area WDA,99,05/21/2020,05/27/2020,Austin
05/22/2020,ProPetro-Coil Tubing Operations,Midland,Permian Basin WDA,32,05/27/2020,05/29/2020,Midland
05/22/2020,"Laz Parking Texas, LLC",Dallas,Dallas County WDA,310,03/08/2020,05/29/2020,Dallas
05/22/2020,The Moran at City Center,Harris,Gulf Coast WDA,47,05/22/2020,05/29/2020,Houston
05/21/2020,"Texas Steel Conversion, Inc.",Harris,Gulf Coast WDA,491,06/15/2020,05/29/2020,Houston
05/21/2020,Marriott City Place-Spicewood Village,Harris,Gulf Coast WDA,33,03/27/2020,05/29/2020,Spring
05/18/2020,XPO Logistics-Jacomson Warehouse,Dallas,Dallas County WDA,243,07/17/2020,05/20/2020,Dallas
05/14/2020,Cactus Wellhead,Ector,Permian Basin WDA,14,05/14/2020,05/14/2020,Odessa
05/14/2020,Allied Aviation-Houston,Harris,Gulf Coast WDA,77,04/20/2020,05/14/2020,Houston
05/14/2020,St Edwards University,Travis,Capital Area WDA,95,05/31/2020,05/18/2020,Austin
05/12/2020,Hydraulic Fracturing Facility,Midland,Permian Basin WDA,392,05/12/2020,05/12/2020,Midland
05/12/2020,James Avery -Fredericksburg,Gillespie,Alamo WDA,82,07/12/2020,05/12/2020,Fredericksburg
05/11/2020,"UTLX Manufacturing, Inc.",Harris,Gulf Coast WDA,278,07/10/2020,05/12/2020,Houston
05/07/2020,Saulsbury Industries-Odessa,Ector,Permian Basin WDA,3,05/22/2020,05/13/2020,Odessa
05/07/2020,"Saulsbury Industries, Inc.",Ector,Permian Basin WDA,12,05/11/2012,05/13/2020,Odessa
05/07/2020,Saulsbury Industries-Henderson,Rusk,East Texas WDA,58,05/21/2020,05/13/2020,Henderson
05/05/2020,Southwestern & Pacific #6972,Harris,Gulf Coast WDA,1,04/21/2020,05/05/2020,Spring
05/04/2020,Haliburton Energy Services-N. Sam Houston,Harris,Gulf Coast WDA,984,05/04/2020,05/05/2020,Houston
05/04/2020,Outback #4424,Jefferson,South East Texas WDA,65,03/15/2020,05/04/2020,Beaumont
05/04/2020,Covia-Crane,Crane,Permian Basin WDA,23,05/04/2020,05/04/2020,Crane
05/04/2020,Covia Corp-Kermit,Winkler,Permian Basin WDA,83,05/04/2020,05/04/2020,Kermit
05/01/2020,Cactus Wellhead,Ector,Permian Basin WDA,32,05/01/2020,05/04/2020,Odessa
05/01/2020,US Steel Tubular Products - Hughes Springs,Cass,North East Texas WDA,55,05/10/2020,05/05/2020,Hughes Springs
04/30/2020,Havertys Furniture-Coppell,Dallas,Dallas County WDA,57,04/30/2020,05/04/2020,Coppell
04/30/2020,Carpenter Tech-Amega West,Harris,Gulf Coast WDA,79,06/29/2020,05/04/2020,Houston
04/29/2020,Halliburton,Gregg,East Texas WDA,233,04/29/2020,04/29/2020,Kilgore
04/29/2020,Regal Cinema-Richmond,Fort Bend,Gulf Coast WDA,91,03/17/2020,05/04/2020,Richmond
04/29/2020,TechnipFMC CO. - Odessa,Ector,Permian Basin WDA,140,04/15/2020,05/01/2020,Odessa
04/29/2020,Regal Cinema-Tomball,Harris,Borderplexjobs WDA,88,03/17/2020,05/04/2020,Tomball
04/29/2020,Regal Cinema-Katy Frwy,Harris,Gulf Coast WDA,86,03/17/2020,05/04/2020,Houston
04/29/2020,Regal Cinema-Houston,Harris,Gulf Coast WDA,82,03/17/2020,05/04/2020,Houston
04/28/2020,Halliburton-Interwood,Harris,Gulf Coast WDA,9,04/28/2020,04/30/2020,Houston
04/28/2020,Southwestern & Pacific #2969,Polk,Deep East Texas WDA,1,04/21/2020,05/05/2020,Livingston
04/28/2020,Southwestern & Pacific #6772,Cameron,Cameron County WDA,1,04/21/2020,05/05/2020,Harlingen
04/28/2020,Easy Gardener Products Inc.,McLennan,Heart of Texas WDA,50,06/30/2020,04/29/2020,Waco
04/28/2020,SW & Pacific # 6741,Bexar,Alamo WDA,1,04/21/2020,05/04/2020,San Antonio
04/28/2020,"Jet Specialty, Inc.",Nueces,Coastal Bend WDA,75,07/02/2020,04/29/2020,Corpus Ch
04/28/2020,Haliburton Energy-Interwood Pkwy,Harris,Gulf Coast WDA,9,04/28/2020,05/01/2020,Houston
04/28/2020,Hailburton Energy-Heathrow Forest,Harris,Gulf Coast WDA,8,04/28/2020,05/01/2020,Houston
04/28/2020,"IPC Industries, LP",Galveston,Gulf Coast WDA,109,03/19/2020,05/01/2020,Santa Fe
04/28/2020,Southwestern & Pacific #6925,Hill,Heart of Texas WDA,1,04/21/2020,05/07/2020,Hillsboro
04/28/2020,Enterprise Holdings-Airport,Bexar,Alamo WDA,135,04/30/2020,05/04/2020,San Antonio
04/28/2020,Enterprise Holdings-Eastern St,Bexar,Alamo WDA,146,04/30/2020,05/04/2020,San Antonio
04/28/2020,"Enterprise Holdings, LLC",Bexar,Alamo WDA,30,04/30/2020,05/04/2020,San Antonio
04/28/2020,Outback Steakhouse #4470,El Paso,Borderplexjobs WDA,59,04/27/2020,04/29/2020,El Paso
04/28/2020,Southwestern & Pacific #3014,Fort Bend,Gulf Coast WDA,1,04/21/2020,05/05/2020,Houston
04/28/2020,Southwestern & Pacific #6749,Bexar,Alamo WDA,1,04/21/2020,05/04/2020,San Antonio
04/28/2020,Southwestern & Pacific #6812,Fort Bend,Gulf Coast WDA,1,04/21/2020,05/05/2020,Houston
04/28/2020,Southwestern & Pacific #6800,Harris,Gulf Coast WDA,1,04/21/2020,05/05/2020,Humble
04/28/2020,Southwestern & Pacific #6787,Harris,Gulf Coast WDA,1,04/21/2020,05/05/2020,Pasadena
04/28/2020,Southwestern & Pacific #6786,Fort Bend,Gulf Coast WDA,1,04/21/2020,05/05/2020,Houston
04/28/2020,Southwestern & Pacific #6851,Victoria,Golden Crescent WDA,1,04/21/2020,05/05/2020,Victoria
04/28/2020,Southwestern & Pacific #6915,Harrison,East Texas WDA,1,04/21/2020,05/05/2020,Marshall
04/28/2020,Southwestern & Pacific #6884,Henderson,East Texas WDA,1,04/21/2020,05/05/2020,Gun Barrel City
04/28/2020,Southwestern & Pacific #6757,Henderson,East Texas WDA,1,04/21/2020,05/05/2020,Athens
04/28/2020,Southwestern & Pacific #6969,Gregg,East Texas WDA,1,04/21/2020,05/05/2020,Longview
04/28/2020,Southwestern & Pacific #6886,Dallas,Dallas County WDA,1,04/21/2020,05/05/2020,Dallas
04/28/2020,Southwestern & Pacific   #6825,Walker,Gulf Coast WDA,1,04/21/2020,05/05/2020,Huntsville
04/28/2020,Southwestern & Pacific #6979,Brazoria,Gulf Coast WDA,1,04/21/2020,05/05/2020,Lake Jackson
04/28/2020,Southwestern & Pacific #6836,Cameron,Cameron County WDA,1,04/21/2020,05/05/2020,San Benito
04/28/2020,Southwestern & Pacific #6883,Kerr,Alamo WDA,1,04/21/2020,05/04/2020,Kerrville
04/28/2020,Southwestern & Pacific #6829,Dallas,Dallas County WDA,1,04/21/2020,05/05/2020,Garland
04/28/2020,Southwestern & Pacific #6839,Comal,Alamo WDA,1,04/21/2020,05/04/2020,New Braunfels
04/28/2020,Southwestern & Pacific #6810,Cameron,Cameron County WDA,1,04/21/2020,05/05/2020,Brownsville
04/28/2020,Southwestern & Pacific #2995,Cameron,Cameron County WDA,1,04/21/2020,05/05/2020,Brownsville
04/28/2020,Southwestern & Pacific #6926,Brazos,Brazos Valley WDA,1,04/21/2020,05/05/2020,Bryan
04/28/2020,Southwestern & Pacific #6815,Dallas,Dallas County WDA,1,04/21/2020,05/05/2020,Lancaster
04/28/2020,Southwestern & Pacific #6761,Nueces,Coastal Bend WDA,1,04/21/2020,05/05/2020,Corpus Christi
04/28/2020,Southwestern & Pacific #6818,Jim Wells,Coastal Bend WDA,1,04/21/2020,05/05/2020,Alice
04/28/2020,Southwestern & Pacific #6765,Dallas,Dallas County WDA,1,04/21/2020,05/05/2020,Grand Prairie
04/28/2020,Southwestern & Pacific #6745,Limestone,Heart of Texas WDA,1,04/21/2020,05/07/2020,Mexia
04/28/2020,Southwestern & Pacific #6981,Tom Green,Concho Valley WDA,1,04/21/2020,05/05/2020,San Angelo
04/27/2020,Carrabba's #9416,Fort Bend,Gulf Coast WDA,76,03/15/2020,05/04/2020,Houston
04/27/2020,Carrabba's #9415,Fort Bend,Gulf Coast WDA,66,03/15/2020,05/04/2020,Houston
04/27/2020,Carrabba's #4407,Harris,Gulf Coast WDA,75,03/15/2020,05/04/2020,Webster
04/27/2020,Carrabba's #4406,Montgomery,Gulf Coast WDA,74,03/15/2020,05/04/2020,The Woodlands
04/27/2020,Outback #4420,Fort Bend,Gulf Coast WDA,70,03/15/2020,05/04/2020,Stafford
04/27/2020,Carrabba's #4401,Fort Bend,Gulf Coast WDA,63,03/15/2020,05/04/2020,Houston
04/27/2020,Outback #4460,Smith,East Texas WDA,74,03/15/2020,05/04/2020,Tyler
04/27/2020,Outback #4434,Montgomery,Gulf Coast WDA,56,03/15/2020,05/04/2020,Shenandoah
04/27/2020,Carrabba's #4404,Fort Bend,Gulf Coast WDA,69,03/15/2020,05/04/2020,Sugar Land
04/27/2020,Carrabba's #4402,Fort Bend,Gulf Coast WDA,62,03/15/2020,05/04/2020,Houston
04/27/2020,Carrabba's #9421,Fort Bend,Gulf Coast WDA,86,03/15/2020,05/04/2020,Katy
04/27/2020,Fleming's #5403,Fort Bend,Gulf Coast WDA,42,,05/04/2020,Houston
04/27/2020,Fleming's #5404,Montgomery,Gulf Coast WDA,49,03/15/2020,05/04/2020,The Woodlands
04/27/2020,Outback #4413,Fort Bend,Gulf Coast WDA,77,03/15/2020,05/04/2020,Houston
04/27/2020,Outback #4430,Harris,Gulf Coast WDA,62,03/15/2020,05/04/2020,Baytown
04/27/2020,Outback #4435,Fort Bend,Gulf Coast WDA,70,03/15/2020,05/04/2020,Houston
04/27/2020,Outback #4410,Harris,Gulf Coast WDA,61,03/15/2020,05/04/2020,Humble
04/27/2020,Outback #4412,Harris,Gulf Coast WDA,64,03/15/2020,05/04/2020,Webster
04/27/2020,Outback #4467,Gregg,East Texas WDA,67,03/15/2020,05/04/2020,Longview
04/27/2020,Outback #4418,Brazos,Brazos Valley WDA,61,03/15/2020,05/01/2020,College Station
04/27/2020,Outback #4414,Montgomery,Gulf Coast WDA,57,03/15/2020,05/04/2020,Conroe
04/27/2020,Fleming's #5407,Fort Bend,Gulf Coast WDA,53,03/15/2020,05/04/2020,Houston
04/27/2020,Outback #4469,Bell,Central Texas WDA,73,03/15/2020,05/04/2020,Killeen
04/27/2020,Cardone Industries-Robstown,Cameron,Cameron County WDA,183,04/27/2020,04/27/2020,Brownsville
04/27/2020,Cameron International-Corpus Christi,Nueces,Coastal Bend WDA,6,04/22/2020,04/29/2020,Corpus Ch
